Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS3a,Bonuccelli09_8genes_StemCell,Supplemental Table 3a: Genes differentially Downregulated by Cav-1 (WT) and Cav-1 (P132L)  compared with the vector alone control (pBABE).,,,,19395651-TableS3a.txt,,8,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R1,19395651,Mouse,affy_Mouse430_2,mouse 430 2.0 microarray,,,19395651-TableS2a,Bonuccelli09_9genes_StemCell,Supplemental Table 2a: Genes differentially Upregulated by Cav-1 (WT) and Cav-1 (P132L)  compared with the vector alone control (pBABE).,,,,19395651-TableS2a.txt,,9,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R2,19399471,Human,affy_U133A,Affymetrix U133A genomic chip system,,GSE12945,19399471-SuppTable2,Staub09_113genes_Lymphoma,Supplementary Table 2 WIPF1 correlation and survival/relapse association for 112genes of the WIPF1 module and WIPF1 itself,,,http://www.springerlink.com.ezp-prod1.hul.harvard.edu/content/j258582824t8x151/109_2009_Article_467_ESM.html,19399471-SuppTable2.txt,,113,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R2,19399471,Human,affy_U133A,Affymetrix U133A genomic chip system,,GSE12945,19399471-Table1,Staub09_39genes_Lymphoma,Table 1 Summary of WIPF1 correlation and survival/relapse association for 38 core genes of the WIPF1 module and WIPF1 itself,"A core set of 38 genes of the WIPF1 module (discovered in the Aronow data set) for which WIPF1 coexpression could be double validated in the
Ayers and Staub data sets at stringent thresholds are listed here together with the p values of their WIPF1 correlation tests and of their survival/
relapse association tests. A list of results for the full set of 112 genes of the WIPF1 module is given in Supplementary Table 2.",,,19399471-Table1.txt,,39,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R3,19408105,Mouse,Affy mg u74av2,Affymetrix MG-U74Av2 oligonucleotide-microarrays,,,19408105-SuppTable4,Stein09_3560genes_Breast,SuppTable 4: Gene Associations for Over-Represented GO terms/MAPP,,,http://www.springerlink.com.ezp-prod1.hul.harvard.edu/content/881584282217368m/MediaObjects/10911_2009_9120_MOESM4_ESM.xls,19408105-SuppTable4.txt,,3560,Other Gene Description,EnsEMBL ID,Gene Symbol,Gene Description,Probe ID,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R3,19408105,Mouse,Affy mg u74av2,Affymetrix MG-U74Av2 oligonucleotide-microarrays,,,19408105-Table4,Stein09_51genes_Breast,Tableÿ4.ÿInv3/C5 probe sets with median increase >1.0  t-test ?<?0.01 in the poor prognosis cluster.,,,http://www.springerlink.com.ezp-prod1.hul.harvard.edu/content/881584282217368m/fulltext.html,19408105-Table4.txt,,51,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R5,19409617,Zebrafish,Agilent Array (custom), Agilent platform and made a custom 44k design that includes Agilent's own 22k probe set released in 2005  a 16k set of probes similar to the Sigma-Compugen oligonucleotide library used in our previous study  and a 6k set of probes for selected genes of interest that we identified by data mining of zebrafish transcript and genome databases,,,19409617-SuppTable6,vanderSar09_1309genes_LungNotCaner,Supplementary Table S6. Gene lists of the E11 embryo infection study. Genes up- or down-regulated in E11-infected embryos at 2  24 and 120 hpi are annotated with name  description  Entrez Gene ID and UniGene ID. ,,,http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science?_ob=ArticleURL&_udi=B6T9R-4W75RM2-1&_user=209690&_coverDate=07/31/2009&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_acct=C000014438&_version=1&_urlVersion=0&_userid=209690&md5=e2c20b0cb6f14a6bef478e5ea8d1102e&searchtype=a,19409617-SuppTable6.txt,,1309,Gene Description,Gene Description,EntrezGene ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R5,19409617,Zebrafish,Agilent Array (custom), Agilent platform and made a custom 44k design that includes Agilent's own 22k probe set released in 2005  a 16k set of probes similar to the Sigma-Compugen oligonucleotide library used in our previous study  and a 6k set of probes for selected genes of interest that we identified by data mining of zebrafish transcript and genome databases,,,19409617-SuppTable4,vanderSar09_57genes_LungNotCaner,Supplementary Table S4. Gene list of the group of 835 genes showing differential expression between the Mma20 and E11 strains at 1 dpi based on one-way ANOVA statistical testing,,,http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science?_ob=ArticleURL&_udi=B6T9R-4W75RM2-1&_user=209690&_coverDate=07/31/2009&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_acct=C000014438&_version=1&_urlVersion=0&_userid=209690&md5=e2c20b0cb6f14a6bef478e5ea8d1102e&searchtype=a,19409617-SuppTable4.txt,,57,Gene Description,Gene Description,EntrezGene ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,
Lung not cancer,,R5,19409617,Zebrafish,Agilent Array (custom), Agilent platform and made a custom 44k design that includes Agilent's own 22k probe set released in 2005  a 16k set of probes similar to the Sigma-Compugen oligonucleotide library used in our previous study  and a 6k set of probes for selected genes of interest that we identified by data mining of zebrafish transcript and genome databases,,,19409617-SuppTable5,vanderSar09_700genes_LungNotCaner,Supplementary Table S5. Gene lists of the E11 chronic infection study and the comparison between the end stages of Mma20 and E11 infection.,,,http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science?_ob=ArticleURL&_udi=B6T9R-4W75RM2-1&_user=209690&_coverDate=07/31/2009&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_acct=C000014438&_version=1&_urlVersion=0&_userid=209690&md5=e2c20b0cb6f14a6bef478e5ea8d1102e&searchtype=a,19409617-SuppTable5.txt,,700,Gene Description,Gene Description,EntrezGene ID,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Lung not cancer,,R5,19409617,Zebrafish,Agilent Array (custom), Agilent platform and made a custom 44k design that includes Agilent's own 22k probe set released in 2005  a 16k set of probes similar to the Sigma-Compugen oligonucleotide library used in our previous study  and a 6k set of probes for selected genes of interest that we identified by data mining of zebrafish transcript and genome databases,,,19409617-SuppTable2,vanderSar09_882genes_LungNotCaner,Supplementary Table S2. Supplementary Table S2. Up- and down-regulated gene lists of Mma20 and E11 infection at 1 and 6 dpi.,,,http://www.sciencedirect.com.ezp-prod1.hul.harvard.edu/science?_ob=ArticleURL&_udi=B6T9R-4W75RM2-1&_user=209690&_coverDate=07/31/2009&_rdoc=1&_fmt=high&_orig=search&_origin=search&_sort=d&_docanchor=&view=c&_acct=C000014438&_version=1&_urlVersion=0&_userid=209690&md5=e2c20b0cb6f14a6bef478e5ea8d1102e&searchtype=a,19409617-SuppTable2.txt,,882,Gene Description,Gene Description,EntrezGene ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R3,19412164,Human,affy_U133Plus2,Human Genome U133 Plus 2.0 Array,,,19412164-TableS2,Compagno09_genes_Lymphoma,Table S2. List of NF-kB related genes analyzed,,,http://www.nature.com.ezp-prod1.hul.harvard.edu/nature/journal/v459/n7247/suppinfo/nature07968.html,19412164-TableS2.txt,,31,Gene Symbol,Chromosome Map,RefSeq ID,Geneset Specific Factor,Geneset Specific Factor,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19415766,Mouse,Agilent Mouse oligonucleotide microarrays,Whole Mouse Genome Oligo Micoarray 4 × 44K; Agilent Technologies,,,19415766-TableS1,Senju09_228genes_StemCell,Supporting Information Table 1. Genes up-regulated more than 10-fold from precursor cells to induced pluripotent stem dendritic cells (iPS-DC),,,http://onlinelibrary.wiley.com/doi/10.1002/stem.33/suppinfo,19415766-TableS1.txt,,228,Geneset Specific Statistics,Gene Symbol,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19415766,Mouse,Agilent Mouse oligonucleotide microarrays,Whole Mouse Genome Oligo Micoarray 4 × 44K; Agilent Technologies,,,19415766-TableS2,Senju09_157genes_StemCell,Supporting Information Table 2. Genes up-regulated more than 10-fold from precursor cells to induced pluripotent stem macrophages (iPS-MP),,,http://onlinelibrary.wiley.com/doi/10.1002/stem.33/suppinfo,19415766-TableS2.txt,,157,Geneset Specific Statistics,Gene Symbol,RefSeq ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,19424507,Human,multiple platforms,Affymetrix HG-U133A and U133B GeneChips,,,19424507-Table4,Ardura09_50genes_Mycobacterium,Table 4. Top 50 over-expressed genes in invasive S. aureus infections.,,,,19424507-Table4.txt,,50,Geneset Specific Statistics,Gene Symbol,GenBank ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
In Vitro,,R5,19424600,Rat,Custom cDNA Array,RayBio™ (Tebu-bio  France) rat cytokine antibody array I,,,19424600-Table2,Ahmed09_24genes_InVitro,Table 2. Regulation of gene expression during osteo-chondrogenic differentiation of MPCs at day 21 (end point of culture regimen) expressed as relative quantification values (RQ).,Values >1 indicate upregulation  values <1 indicate downregulation of the gene relative to the calibrator (undifferentiated MPCs set as 1). *p<0.05; **p<0.01; ***p<0.001; n.s.  non-significant,,,19424600-Table2.txt,,24,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R3,19429869,Human,affy_U133Plus2,HG-U133 Plus 2.0 microarrays; Affymetrix,,GSE16015,19429869-TableS1,Haferlach09_500genes_Leukemia,Table S1. Top 500 differentially expressed probe sets,,,http://bloodjournal.hematologylibrary.org.ezp-prod1.hul.harvard.edu/cgi/content/full/blood-2009-01-197871/DC1,19429869-TableS1.txt,,500,Probe ID,Gene Symbol,Gene Description,,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R5,19435529,Human,miR_Base,miRNA microarray from CapitalBio Corporation ,,,19435529-Table2,Yu09_17genes_StemCell,Table 2. MicroRNAs microarray SAM results and correlation with cancer,,,,19435529-Table2.txt,,17,miRBase,Geneset Specific Statistics,Geneset Specific Factor,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Liver,,R4,19435914,Human,Incyte Genomics,hybridized to 11 000-element cDNA microarrays produced by the National Cancer Institute’s Microarray Facility using Incyte Genomics UniGEM clones,,,19435914-Table1,Calvisi09_26genes_Liver,Table 1. Summary of the most overt alterations in gene expression in 293ecr cells induced to express NORE1A compared with induced cells transfected with the empty vector,,,,19435914-Table1.txt,,26,EntrezGene ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Chromosome Map,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,19439560,Monkey,Custom cDNA Array,cDNA arrays were produced containing custom-tailored 409 sequence verified clones spotted in duplicate (15 ng each in 200 nm) in 576 spots and u.v. cross-linked on a 6x6 cm nylon membrane along with the quality assurance by the Clontech (Takara Bio Inc.  Shiga  Japan),,,19439560-SuppTable1,Ghosh09_409genes_Endometrial,Supplementary Table 1. Selected gene products used in cDNA based array analysis,,,http://www.reproduction-online.org.ezp-prod1.hul.harvard.edu/cgi/content/full/REP-08-0442/DC1,19439560-SuppTable1.txt,,409,Gene Description,GenBank ID,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endometrial,,R5,19439560,Monkey,Custom cDNA Array,cDNA arrays were produced containing custom-tailored 409 sequence verified clones spotted in duplicate (15 ng each in 200 nm) in 576 spots and u.v. cross-linked on a 6x6 cm nylon membrane along with the quality assurance by the Clontech (Takara Bio Inc.  Shiga  Japan),,,19439560-Table2,Ghosh09_40genes_Endometrial,Table 2 Mean fold change in implantation-stage endometrial gene expression in response to mifepristone (2 mg/kg body weight  s.c.) treatment on day 2 after ovulation,,,,19439560-Table2.txt,,40,Gene Description,GenBank ID,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R1,19440550,Human,affy_U133A,Affymetrix GeneChip U133A GeneChips,,,19440550-table1,Murph09_45genes_LPAinOVCAR3_Ovarian,Table 1. Gene expression microarray results showing genes comprising the statistically-significant 39-gene LPA transcriptome signature in OVCAR-3.,*Denotes decrease in transcript analyzed during verification using real-time QPCR.,,,19440550-table1.txt,,45,Probe ID,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Brain,,R5,19442820,Human,Illumina HumanWG 6 V1,"Illumina Human Ref-8 expression BeadChip (P/N BD-25-203, Illumina Inc., USA) arrays were used",,,19442820-Table1,Sohn09_29genes_Brain,"Table 1. Up-regulation of genes based on comparison of gene expression between experimental (thapsigargin (TG) plus Scrophularia ningpoensis (SN), MME, CFA, or MH-treated) and control (non-treated (NC) or TG-treated (PC)) U-87MG cells.",,,,19442820-Table1.txt,,29,Gene Symbol,Gene Description,GenBank ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,
Brain,,R5,19442820,Human,Illumina HumanWG 6 V1,"Illumina Human Ref-8 expression BeadChip (P/N BD-25-203, Illumina Inc., USA) arrays were used",,,19442820-Table2,Sohn09_34genes_Brain,"Table 2. Down-regulation of genes based on comparison of gene expression between experimental (thapsigargin (TG) plus Scrophularia ningpoensis (SN), MME, CFA, or MH-treated) and control (non-treated (NC) or TG-treated (PC)) U-87MG cells",,,,19442820-Table2.txt,,34,Gene Symbol,Gene Description,GenBank ID,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Gene Description,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,19447504,Chicken,Custom Oligo Array,"CoRe Array Ready Oligo Set V1.0 (Operon Biotechnologies, Cologne, Germany)",,,19447504-Table1,Reemers09_22genes_Mycobacterium,Table 1 Immune-related genes significantly differentially expressed (p < 0.05) in H9N2 infected compared to non-infected TOC at 24 h p.i. with associated GO terms. All genes were up regulated,,,,19447504-Table1.txt,,22,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,19447504,Chicken,Custom Oligo Array,"CoRe Array Ready Oligo Set V1.0 (Operon Biotechnologies, Cologne, Germany)",,,19447504-Table2,Reemers09_10genes_Mycobacterium,Table 2 Immune-related genes significantly differentially expressed (p < 0.05) in H9N2 infected compared to non-infected samples at 24 h p.i. in TOC and trachea with associated GO terms. All genes were up regulated,,,,19447504-Table2.txt,,10,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,19447504,Chicken,Custom Oligo Array,"CoRe Array Ready Oligo Set V1.0 (Operon Biotechnologies, Cologne, Germany)",,,19447504-STable1,Reemers09_108genes_Mycobacterium,Table S1,,,,19447504-STable1.txt,,108,Gene Description,EnsEMBL ID,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,
Leukemia,,R2,19451695,Human,affy_U133Plus2,Affymetrix Human Genome U133 plus 2.0 GeneChip,,GSE6891,19451695-Table3,Payton09_37genes_Leukemia,"Table 3 M3-specific signature?s most dysregulated genes: comparison of microarray and nCounter fold changes and nCounter average signal  and
qRT-PCR validation",,,,19451695-Table3.txt,,37,Gene Symbol,Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Leukemia,,R2,19453646,Human,affy_U133A,Affymetrix HG-U133A chips,,,19453646-Table4,Porpaczy09_7genes_Leukemia,Table 4 Validation by real-time PCR: genes associated with trisomy 12 and P-values,,,,19453646-Table4.txt,,7,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Stem Cell,,R4,19454749,Human,affy_U133Plus2,Human Genome U133A plus 2.0 gene chip arrays (Affymetrix UK) that detect 47?000 transcripts were used  hybridized to Sentrix HumanRef-8_V2 Bead Chip from Illumina according to the manufacturer's protocols,,,19454749-Table2,Fang09_32genes_StemCell,Table 2. Selected genes down-regulated by hypoxia in human monocyte-derived macrophages in vitro,* Genes shown previously to be regulated by NF-?B (or where the gene promoters contain NF-?B binding sites).,,,19454749-Table2.txt,,32,Gene Symbol,Gene Description,GenBank ID,Other Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,
